Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
460	-956.7213	-934.0771	-22.64425	0.532809	0.852483	0.532809	3.81461	1.40337	1.50646	5.83379	5.93585	4.66359	7.94307	1	1.59998	1	1.52091	0.559534	0.600636	0.532809	0.852483	0.532809	0	0	0	0	0.901884	-0.674451	0	0	0	0	0.00353237	-0.223298	0.5904577	1.16324	0.5328094	2.005366	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0.0852984	0.469989	0	0	-0.335553	2.00537	0.590458	2.595824	1.52091	0.559534	0.600636
470	-958.7453	-936.9864	-21.75884	0.706006	1.11563	1.11563	4.23962	0.825697	0.985865	5.32364	5.48381	3.09907	6.61066	1	1.58021	1.58021	2.80547	0.546385	0.652372	0.706006	1.11563	1.11563	0	0	0	0	0	0	-0.308866	0	0	0	0	-0.547792	0.283002	1.892239	0.7060056	1.511199	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	-1.60625	0	-0.421709	0	0	0.457555	0	0	1.5112	0.283002	1.794201	2.80547	0.546385	0.652372
480	-960.3768	-936.0349	-24.34193	0.68944	1.92474	1.08474	3.95211	0.832558	1.11973	5.81208	6.09925	6.04192	8.06035	0.610612	1.70467	0.960712	2.47538	0.521469	0.701339	0.68944	1.92474	1.08474	0	0	0	0	0	0	0	-1.11915	1.46337	0	0	-0.48132	1.069342	1.217966	1.129097	1.544493	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1.38141	0	0	0	0	-0.140564	0.0205449	1.54449	1.06934	2.613835	2.47538	0.521469	0.701339
490	-955.3832	-935.1553	-20.22799	1.14981	1.14981	1.14981	3.98828	0.992481	1.15394	5.60043	5.67487	3.71116	7.2624	1	1	1	2.40374	0.598171	0.695483	1.14981	1.14981	1.14981	0	0	0	0	0.583746	0	0	0	0	0	0	-0.465725	0.5446154	1.512766	1.149808	1.659195	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0.787483	0	0.114885	0	0	0	0	1.65919	0.544615	2.20381	2.40374	0.598171	0.695483
500	-959.9968	-933.8823	-26.11454	1.21794	2.2075	1.21794	4.2402	1.18185	1.71017	6.15987	6.74051	3.53582	8.21232	1	1.81249	1	1.76514	0.491987	0.711919	1.21794	2.2075	1.21794	0	0	0	0	0	-0.199069	-1.21594	0	0	0	0.625903	-0.413785	0.5093686	1.346647	1.217942	2.046425	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0.629666	0.247754	0	0.377952	0.5947	0	-0.480865	0	2.04642	0.509369	2.555793	1.76514	0.491987	0.711919
510	-958.6001	-934.9977	-23.60246	0.633909	1.64182	1.18632	3.45126	2.27821	1.95563	6.50028	6.1777	5.59378	9.05443	0.756145	1.95841	1.41508	1.3879	0.916166	0.786444	0.633909	1.64182	1.18632	0	0	0	0	0	0	0.345029	0	0.82921	0	0.625903	-0.286107	0.649926	0.9903765	0.8383429	2.486679	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	-0.567764	0	0	0.699282	0	0.369897	0	0	2.48668	0.649926	3.136605	1.3879	0.916166	0.786444
520	-961.0202	-933.8069	-27.21336	1.04529	1.46273	1.50703	4.32956	1.08317	1.51433	5.9863	6.83971	4.43532	8.37401	0.791402	1.10745	1.14098	1.95225	0.488417	0.682829	1.04529	1.46273	1.50703	0	0	0	0	-0.318113	-1.36336	0.0408359	-0.096231	-0.209739	0.161778	0.625903	-0.467289	0.6899391	1.4854	1.320813	1.922149	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	-0.441989	0	0	0	0	-0.429112	0	1.92215	0.689939	2.612089	1.95225	0.488417	0.682829
530	-959.7635	-932.8141	-26.94946	1.25994	3.14899	1.41082	4.3147	1.96175	1.24663	6.46252	5.75268	4.65196	7.9512	1	2.49932	1.11975	2.4042	1.09311	0.694635	1.25994	3.14899	1.41082	0	0	0	0	1.66954	-1.33875	0	-0.755316	0	0	0.00684373	-0.467051	0.2265043	1.63379	1.259939	2.193361	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0.802907	0.11311	0.601873	0	2.19336	0.226504	2.419865	2.4042	1.09311	0.694635
540	-960.3798	-934.4976	-25.88225	0.769934	1.52052	1.03972	3.41165	1.73109	1.34296	5.81552	5.4676	5.22826	7.88021	0.721106	1.42409	0.973783	2.49659	1.26678	0.982757	0.769934	1.52052	1.03972	0	0	0	0	0.818854	-0.785427	0.20586	0.131348	0.969963	0	0	-0.48585	0.6792719	1.337819	1.067713	1.994263	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	-0.247349	0	0	0.41112	0.361447	1.99426	0.679272	2.673535	2.49659	1.26678	0.982757
550	-956.7785	-932.9884	-23.79006	1.04714	2.40671	1.62489	3.80549	1.63893	1.79893	5.52966	5.68966	3.62263	7.40263	1	2.29836	1.55175	2.19343	0.944654	1.03688	1.04714	2.40671	1.62489	0	0	0	0	0	0	0	0.0339305	0	0	0	-0.417104	0.07612935	1.454522	1.047139	2.238695	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	-0.153058	0.620576	0	0	0.392816	0.439381	0.0418461	0.361447	2.23869	0.0761294	2.314824	2.19343	0.944654	1.03688
560	-960.7329	-933.9864	-26.74655	0.965639	2.34151	1.49843	3.88276	2.45225	1.99497	7.56045	6.43438	4.51961	8.84518	1	2.42483	1.55175	1.60147	1.01145	0.822839	0.965639	2.34151	1.49843	0	0	0	0	0	2.29285	0.275658	-0.549416	0	0	0	-0.250074	0.2087666	1.355915	0.9656387	2.668171	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	-0.19997	0.446382	0.439381	0.287313	0	2.66817	0.208767	2.876938	1.60147	1.01145	0.822839
570	-958.4902	-933.0543	-25.43597	0.484384	0.891182	0.850033	3.62409	1.31957	1.58731	5.90219	6.80228	5.36885	8.78544	0.759526	1.39739	1.33287	1.84403	0.671432	0.807662	0.484384	0.891182	0.850033	0	0	0	0	-0.805773	-0.865185	0	-0.724453	0	0.146065	-0.23824	-0.282318	1.069583	1.322347	0.637745	1.96531	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	-0.0674752	0	0	-0.212817	0	0.173443	0	0	1.96531	1.06958	3.034893	1.84403	0.671432	0.807662
580	-957.9124	-933.6639	-24.24847	0.626513	0.950634	0.359146	3.60741	1.155	1.24896	5.30222	5.5831	4.9568	7.33238	1	1.51734	0.573245	1.93103	0.618265	0.668561	0.626513	0.950634	0.359146	0	0	0	0	0	-0.863925	0.0535644	0	0	0	0.779483	-0.488976	0.6539167	1.222334	0.626513	1.732907	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0.487853	0	0	0.973402	-0.556442	-0.225413	0	1.73291	0.653917	2.386824	1.93103	0.618265	0.668561
590	-958.3683	-935.2607	-23.10764	0.776306	2.00056	0.767276	3.20129	0.941642	1.20277	5.75945	6.02057	3.76092	7.77047	1.01282	2.61005	1.00104	2.52179	0.74177	0.94747	0.776306	2.00056	0.767276	0	0	0	0	0	0	-0.349536	0.0155249	-0.0377776	0	0	-0.491184	1.143048	1.425064	0.7664826	1.536258	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0.97314	0	-0.0857852	0.32904	1.53626	1.14305	2.679306	2.52179	0.74177	0.94747
600	-954.5195	-932.6457	-21.87379	0.554547	1.46812	0.554547	3.52073	0.851983	1.09964	5.40988	5.65753	4.46023	7.4585	1	2.64742	1	2.27718	0.551056	0.711236	0.554547	1.46812	0.554547	0	0	0	0	0	0	0	-0.484941	0	0	0	-0.437002	0.953925	1.376563	0.554547	1.488575	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	-0.529348	0.353892	0	0	0.973586	0	-0.113732	0	1.48858	0.953925	2.4425	2.27718	0.551056	0.711236
610	-956.8251	-933.6127	-23.21238	0.612684	1.38798	0.879049	4.13939	1.22026	1.39297	6.24426	6.31448	4.29155	8.28051	0.675086	1.52935	0.96858	2.1602	0.636809	0.726938	0.612684	1.38798	0.879049	0	0	0	0	0.474962	0	0.089229	-0.484942	1.1656	0	0	-0.408996	0.7280817	0.9812291	0.9075649	1.916212	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	-0.527469	0	0.199738	0	0	0	0	0	1.91621	0.728082	2.644293	2.1602	0.636809	0.726938
620	-963.0433	-939.8432	-23.20002	0.605704	0.645572	0.373276	3.63438	1.5811	1.6022	8.56609	8.5872	4.37677	10.253	1.69364	1.80512	1.04374	1.73405	0.75438	0.764448	0.605704	0.645572	0.373276	0	0	0	0	0	0	0	0	-1.56301	0	0.2436	-0.335915	1.609491	0.9383945	0.3576337	2.095891	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	-1.03228	0	0	1.16032	0	0	0	2.09589	1.60949	3.705382	1.73405	0.75438	0.764448
630	-964.2939	-936.1662	-28.12767	1.40489	3.1725	0.855792	4.08004	2.11509	2.00798	6.57882	6.70279	4.33038	8.72898	0.879172	1.98534	0.535552	1.57669	0.817357	0.775963	1.40489	3.1725	0.855792	0	0	0	0	-1.81861	0	0	0	0.382013	0	0.389974	-0.3116	0.2494691	1.425391	1.597964	2.587722	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	-0.337318	-0.520456	0	0.0410548	1.16055	-0.613995	0	0	2.58772	0.249469	2.837191	1.57669	0.817357	0.775963
640	-952.3121	-933.7196	-18.59255	0.889541	0.989168	0.93222	3.80053	1.16615	1.32543	5.45003	5.60931	3.44163	7.17451	0.950272	1.0567	0.995864	2.10633	0.646302	0.734579	0.889541	0.989168	0.93222	0	0	0	0	0	0	0	0	0.151314	0	0	-0.395586	0.4202053	1.266704	0.9360914	1.804342	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	-0.675786	0	0	0	0	0	0	0	1.80434	0.420205	2.224547	2.10633	0.646302	0.734579
650	-957.2455	-934.9299	-22.31554	0.93456	1.71201	0.946167	3.39302	1.58347	1.1722	6.91637	6.5051	4.69556	9.05852	0.986655	1.80744	0.998909	2.12042	0.989569	0.732553	0.93456	1.71201	0.946167	0	0	0	0	0	0	0.0416703	0	0.0398553	0	0	-0.399128	1.371704	1.030227	0.9472008	1.846714	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0.592111	0.577384	0	0.42991	0	1.84671	1.3717	3.218418	2.12042	0.989569	0.732553
660	-959.2089	-935.4771	-23.73175	0.846701	1.49593	0.846701	3.34778	0.930767	1.20791	5.73672	6.01387	4.23981	7.93713	1	1.76677	1	1.94735	0.541411	0.702623	0.846701	1.49593	0.846701	0	0	0	0	0	0	0.72886	-0.479136	0	0	0.461001	-0.436435	1.158174	0.7903984	0.8467012	1.555528	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	-0.365291	0	0.408603	0	0.569154	0	-0.300043	0	1.55553	1.15817	2.713702	1.94735	0.541411	0.702623
670	-956.0742	-935.1154	-20.95875	0.464932	0.691394	0.464932	2.98378	0.982212	1.1079	5.23995	5.33398	4.16104	7.26811	1	1.48709	1	2.01501	0.663307	0.748185	0.464932	0.691394	0.464932	0	0	0	0	0.226811	-0.097713	0	0	0	0	0	-0.372049	1.039622	1.118363	0.4649319	1.480781	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0.311374	0	0.219782	0.396819	0	0	0	1.48078	1.03962	2.520403	2.01501	0.663307	0.748185
680	-954.8019	-934.6731	-20.12888	0.622213	0.622213	0.622213	3.73413	1.07833	1.36724	5.40395	5.7451	3.67253	7.30926	1	1	1	2.11476	0.610694	0.774312	0.622213	0.622213	0.622213	0	0	0	0	0.365238	-0.520998	0	0	0	0	-0.325395	-0.33946	0.5380636	1.141586	0.6222127	1.765747	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	-0.355657	0	0	0	0	1.76575	0.538064	2.303811	2.11476	0.610694	0.774312
690	-959.484	-933.9538	-25.5302	0.875444	1.59562	1.40696	3.94966	1.17556	1.38116	6.45353	6.36447	2.73596	7.39836	0.65074	1.18607	1.04583	1.69144	0.503434	0.59148	0.875444	1.59562	1.40696	0	0	0	0	0	0.728728	0	0	0.797103	0.0854671	0	-0.279097	0.3887403	1.45014	1.345306	1.857875	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0.199512	-0.904323	0	0	-0.214192	0	-0.0708467	-0.307503	1.85788	0.38874	2.246615	1.69144	0.503434	0.59148
700	-958.162	-934.2195	-23.94251	1.09411	2.85627	1.71767	4.27402	1.40673	1.58677	7.79405	7.39746	5.67144	10.3148	1	2.61059	1.56993	2.01519	0.663271	0.748157	1.09411	2.85627	1.71767	0	0	0	0	1.1816	0.0358004	0.558233	0	0	0	0	-0.372098	1.4402	1.528513	1.094109	2.120901	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.508546	0.451028	0	0	2.1209	1.4402	3.561101	2.01519	0.663271	0.748157
710	-955.7734	-935.6006	-20.17276	1.15797	1.15797	1.15797	3.39447	1.41014	1.55098	5.43538	5.67159	4.78971	7.68188	1	1	1	1.74004	0.72285	0.795046	1.15797	1.15797	1.15797	0	0	0	0	0	-0.409131	0	0	0	0	0	-0.294141	0.6403006	1.27785	1.157969	1.950801	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.137925	0.697517	0	0	0	0	0	0	1.9508	0.640301	2.591102	1.74004	0.72285	0.795046
720	-958.3279	-933.7195	-24.60832	1.06788	2.2894	1.49529	4.02805	1.77572	1.94054	7.41697	7.5906	4.52612	9.63245	0.693209	1.48616	0.970667	1.67609	0.738885	0.807469	1.06788	2.2894	1.49529	0	0	0	0	-0.0210077	0	0	0.476985	1.087	0	0	-0.274256	0.8906543	1.076179	1.540481	2.40324	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0.24551	-0.438612	0	0.78248	0	0	0	0	2.40324	0.890654	3.293894	1.67609	0.738885	0.807469
730	-955.9875	-933.8261	-22.16137	0.670315	1.51013	0.959381	4.20694	0.91779	1.56796	6.0323	6.68247	7.4572	8.6814	0.676889	1.52494	0.96879	2.00965	0.438427	0.74901	0.670315	1.51013	0.959381	0	0	0	0	0	0	0	0	1.15768	0	0	-0.370636	1.01516	1.295902	0.9902884	1.822559	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	-1.7007	0	0	0	0	0	-0.415605	0	1.82256	1.01516	2.837719	2.00965	0.438427	0.74901
740	-959.274	-937.5761	-21.6979	0.21585	0.0880042	0.168308	3.55922	0.737896	0.747499	5.46106	5.47067	4.67957	7.33276	1.311	0.534508	1.02225	3.015	0.625069	0.633203	0.21585	0.0880042	0.168308	0	0	0	0	0	0	0	-0.0624798	-0.803304	0	0	-0.586042	1.106244	0.7861057	0.1646453	1.252143	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	-0.713243	0.296273	0	0	-0.333618	0	0.176742	0	1.25214	1.10624	2.358387	3.015	0.625069	0.633203
750	-964.7552	-937.749	-27.00612	1.37049	0.475061	0.534085	3.77146	0.902772	1.07426	5.54763	5.72202	3.53202	7.30564	1.56729	0.543278	0.610778	2.75098	0.6585	0.78359	1.37049	0.475061	0.534085	0	0	0	0	0.516305	-0.398538	-0.616013	0.0762368	-1.333	0	0	-0.537377	0.7392204	0.8338657	0.8744341	1.540754	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0.0376401	0	0	0.534114	0.405253	-0.529531	0	0.175149	1.54075	0.73922	2.279974	2.75098	0.6585	0.78359
760	-963.9414	-936.8574	-27.08403	0.0827145	0.0832215	0.188974	3.38544	0.779693	0.914176	5.28102	5.79201	4.85801	7.55684	0.214624	0.215939	0.490341	2.52402	0.581301	0.681564	0.0827145	0.0832215	0.188974	0	0	0	0	0	-0.844742	0	0	2.75531	0.323963	0	-0.491652	1.188238	0.8338657	0.3853931	1.34129	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	-2.00468	-0.889799	0	0	1.34129	1.18824	2.529529	2.52402	0.581301	0.681564
770	-956.1763	-932.7425	-23.43383	0.653956	1.52061	1.42371	3.36537	1.28253	1.43291	5.20089	5.49768	3.999	7.22883	0.898846	2.09004	1.95686	1.90617	0.726435	0.81161	0.653956	1.52061	1.42371	0	0	0	0	0	-0.682505	0	-0.0912273	0.142287	0.0311604	0	-0.342565	0.5471267	1.314316	0.7275507	1.835577	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0.308164	0	0.650939	0	0.0583785	1.83558	0.547127	2.382704	1.90617	0.726435	0.81161
780	-957.7169	-934.8617	-22.85521	0.945088	1.81206	1.81206	3.93938	1.69965	1.86175	5.73398	5.91275	4.10639	7.72559	1	1.91734	1.91734	1.699	0.733032	0.802943	0.945088	1.81206	1.81206	0	0	0	0	1.00052	-1.22344	0.497521	-0.0848926	0	0	0	-0.281464	0.1142194	1.245505	0.9450881	2.318652	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.650939	0	0	2.31865	0.114219	2.432871	1.699	0.733032	0.802943
790	-955.324	-932.9057	-22.41827	0.873473	1.55806	1.12771	4.08155	1.51115	1.58198	6.23055	6.30137	3.42631	7.93132	0.75725	1.35074	0.977661	1.3054	0.48331	0.505962	0.873473	1.55806	1.12771	0	0	0	0	0	0	-0.748106	0	0.824879	0	0	-0.141522	0.3570104	1.016194	1.153481	2.136872	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	-0.649429	0	0.54186	0	0	0	-0.570942	2.13687	0.35701	2.493882	1.3054	0.48331	0.505962
800	-956.8614	-936.1793	-20.68211	0.663913	1.71507	1.00939	3.22644	0.951259	1.02073	4.9867	5.05617	2.78099	6.41193	0.633812	1.63731	0.963628	1.50698	0.444307	0.476754	0.663913	1.71507	1.00939	0	0	0	0	0	0	-0.915269	0	1.35275	0	0	-0.217779	0.5720527	1.312713	1.047492	1.463223	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.570942	1.46322	0.572053	2.035276	1.50698	0.444307	0.476754
810	-960.897	-934.8719	-26.02504	1.14436	2.98242	1.77196	4.01129	1.52323	0.854919	7.1155	6.47197	4.04978	8.81762	1.01943	2.65683	1.57851	1.99261	0.756663	0.42468	1.14436	2.98242	1.77196	0	0	0	0	0	-0.0451916	0	0	-0.0570755	0	0	-0.366113	1.144696	1.062622	1.122551	1.735101	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0.178318	1.30961	0.543016	0.454919	0.696073	-0.570942	1.7351	1.1447	2.879797	1.99261	0.756663	0.42468
820	-958.9227	-933.0196	-25.90306	1.50035	2.58171	1.50035	4.34571	1.08752	1.18786	6.80758	6.59976	6.8858	9.14618	1	1.72074	1	1.67109	0.418195	0.456778	1.50035	2.58171	1.50035	0	0	0	0	1.40483	-0.320447	0	0	0	0	0	-0.272671	1.244706	1.323185	1.500349	1.777275	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0.480921	0.0358475	0.477117	0.542754	0	0	-0.570942	1.77727	1.24471	3.021981	1.67109	0.418195	0.456778
830	-961.2983	-934.0594	-27.23893	1.15241	2.06694	1.52098	4.07142	1.07958	1.32119	7.53343	7.10424	6.86421	10.2587	0.768096	1.37764	1.01375	1.48015	0.392479	0.480313	1.15241	2.06694	1.52098	0	0	0	0	1.2756	0	0	0	0.782689	0	0	-0.208239	1.807227	1.339015	1.500349	1.797443	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	-0.436764	-0.112287	0	0.190736	0	0.0350917	-0.134561	-0.570942	1.79744	1.80723	3.60467	1.48015	0.392479	0.480313
840	-964.5942	-936.1702	-28.42397	0.3089	0.791718	0.72225	3.63773	1.1208	1.19693	5.82178	5.98219	3.99492	7.83943	0.572826	1.46816	1.33934	1.46571	0.451595	0.482267	0.3089	0.791718	0.72225	0	0	0	0	1.55531	-1.39314	0	0	-0.368157	0.361777	0	-0.203034	0.891118	1.09829	0.5392574	1.696195	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	-1.63288	-0.136587	-0.382351	0.119017	0	0	-0.570942	1.6962	0.891118	2.587313	1.46571	0.451595	0.482267
850	-958.0157	-935.5195	-22.49622	0.340617	1.14238	0.518693	2.87666	1.2407	1.90452	5.37759	6.04141	4.40545	7.91222	0.877474	2.94293	1.33622	1.33862	0.577345	0.886247	0.340617	1.14238	0.518693	0	0	0	0	0	0	0.680328	0	0.387748	0	0	-0.154869	0.891118	1.157333	0.3881786	1.89429	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0.0867464	0	0.637613	0.300466	-0.378432	0	1.89429	0.891118	2.785408	1.33862	0.577345	0.886247
860	-958.7828	-935.4429	-23.33994	0.567969	1.45184	0.538406	3.83807	1.55358	2.23024	6.03526	6.89773	5.04529	8.91086	1.05991	2.70932	1.00474	1.61999	0.655743	0.941354	0.567969	1.45184	0.538406	0	0	0	0	0	-0.736942	0.0365719	0	-0.172599	0	-0.834405	-0.106816	0.6110288	1.070703	0.5358666	2.369186	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	-0.236287	0	0	1.05961	0	0	0	2.36919	0.611029	2.980215	1.61999	0.655743	0.941354
870	-960.6676	-936.2029	-24.4647	0.161068	1.61184	1.02727	3.04262	1.69438	2.34972	6.58218	6.31423	4.24726	8.05095	0.250229	2.50409	1.59592	1.32482	0.737767	1.02312	0.161068	1.61184	1.02727	0	0	0	0	-0.280823	2.22772	0	0	0.635964	0.621831	-0.834405	0	0.4316928	1.038814	0.6436829	2.296634	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	-0.608941	0	0	0	0	0	0	0	2.29663	0.431693	2.728327	1.32482	0.737767	1.02312
880	-962.9116	-938.8094	-24.10221	0.596346	0.735922	0.735922	4.03316	1.37865	1.8976	6.18908	6.78626	4.39534	8.66021	1	1.23405	1.23405	1.32482	0.452859	0.623325	0.596346	0.735922	0.735922	0	0	0	0	0	-0.278621	0	-0.140633	0	0	-0.834405	0	0.6379313	0.4017779	0.5963455	2.193318	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	-0.0207302	0	0.650315	0.563249	0	0.210304	0.0074927	-0.49554	2.19332	0.637931	2.831249	1.32482	0.452859	0.623325
890	-956.6173	-934.7084	-21.90894	0.596346	0.596346	0.596346	3.82466	1.29762	1.7995	6.39737	6.5402	4.32536	8.60517	1	1	1	1.32482	0.449479	0.623325	0.596346	0.596346	0.596346	0	0	0	0	0.571615	0.530371	0	0	0	0	-0.834405	0	0.7942487	0.9147054	0.5963455	2.074741	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.481004	0	0.261971	0	0	0	-0.49554	2.07474	0.794249	2.86899	1.32482	0.449479	0.623325
900	-958.4581	-934.8169	-23.64114	0.192842	0.666166	0.333323	3.53382	1.19894	1.66266	5.88469	6.48036	4.04868	8.204	0.551212	1.90414	0.952757	1.32482	0.449479	0.623325	0.192842	0.666166	0.333323	0	0	0	0	-0.418341	0	0.067504	0	1.76697	0	-0.834405	0	0.852692	0.8639353	0.3498508	1.91697	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0.129534	0	0.0959182	0	0	0	-0.49554	1.91697	0.852692	2.769662	1.32482	0.449479	0.623325
910	-959.3854	-933.1948	-26.19053	0.686802	1.99925	1.04386	3.5156	1.19276	1.65409	5.42961	5.82918	3.62983	7.44034	0.634031	1.84563	0.963655	1.32482	0.449479	0.623325	0.686802	1.99925	1.04386	0	0	0	0	0.345349	0	0.693163	-0.795481	1.35172	0	-0.834405	0	0.5082751	0.7919761	1.083232	1.907087	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0.74855	0.708578	0.120142	0	0	-0.49554	1.90709	0.508275	2.415362	1.32482	0.449479	0.623325
920	-964.3869	-935.5318	-28.85508	0.103896	0.599785	0.577626	3.38385	1.03849	2.1872	6.25787	6.82437	5.4953	9.17657	0.314666	1.81656	1.74945	0.864695	0.265373	0.558907	0.103896	0.599785	0.577626	0	0	0	0	1.4718	0	0.47031	-1.15222	-0.482347	0.700339	0.876985	-0.0797856	1.213061	0.5558015	0.3301768	1.973487	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	-0.137703	0.748549	0	0	0	-1.06269	-0.49554	1.97349	1.21306	3.186548	0.864695	0.265373	0.558907
930	-962.2441	-936.941	-25.30309	0.172626	0.21657	0.168193	2.77467	0.58409	1.69044	4.5278	5.65887	3.63952	6.90638	1.25988	1.5806	1.22752	1	0.210508	0.609242	0.172626	0.21657	0.168193	0	0	0	0	0.0685009	-0.1124	-0.344719	-1.15222	-0.685318	0	0	0	0.875776	0.5237376	0.1370181	1.399256	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0.748549	0	0.521361	0.186229	-1.06269	-0.49554	1.39926	0.875776	2.275032	1	0.210508	0.609242
940	-960.1163	-934.5276	-25.58864	0.632423	0.670031	0.519113	3.4613	0.479164	1.70814	4.56631	5.75989	3.01657	6.65397	1.04766	1.10996	0.859951	1.23361	0.170774	0.60878	0.632423	0.670031	0.519113	0	0	0	0	0.224619	0	0	-1.15222	0.78818	-0.165812	-0.516096	-0.0191001	0.4747658	0.675155	0.6036544	1.414977	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	-0.228035	0	0.74855	0	0	0	-1.06269	-0.49554	1.41498	0.474766	1.889743	1.23361	0.170774	0.60878
950	-961.2568	-936.7915	-24.46534	0.49066	0.847726	0.624614	3.4416	0.724485	2.09677	5.1454	6.22488	3.09532	7.07646	0.768949	1.32854	0.978879	1	0.210508	0.609242	0.49066	0.847726	0.624614	0	0	0	0	0	1.03217	-0.0935024	-1.15222	0.779396	0	0	0	0.3822432	0.6228056	0.6380908	1.735589	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0.748547	0.587471	0	0	-1.06269	-0.49554	1.73559	0.382243	2.117832	1	0.210508	0.609242
960	-963.3781	-936.1161	-27.26196	0.122443	0.223428	0.204695	3.45821	0.479689	1.30544	5.02545	5.93512	3.27343	7.0912	0.68951	1.25819	1.1527	1.34798	0.186978	0.508846	0.122443	0.223428	0.204695	0	0	0	0	0.584582	-0.656295	0	0	0.0708892	0.184733	0.337954	-0.219062	0.8722771	0.4435648	0.1775793	1.293766	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	-0.475867	-1.11089	0.748546	0.587191	0	0	-1.06269	-0.49554	1.29377	0.872277	2.166043	1.34798	0.186978	0.508846
